167,GPIO,Port0,2,Read
167,Interrupt,IRQ,8,DS
168,ADC,ADC0,1,
168,GPIO,Port0,1,Read
168,Interrupt,IRQ,7,DS
169,ADC,ADC0,0,
169,GPIO,Port0,0,Read
169,Interrupt,IRQ,6,DS
170,Power,VSS,,
171,Power,VCC,,
172,GPIO,Port8,6,Read
172,GPIO,Port8,6,Write
173,GPIO,Port8,5,Read
173,GPIO,Port8,5,Write
173,SCI,UART,TX,5
174,GPIO,Port5,13,Read
174,GPIO,Port5,13,Write
174,SCI,UART,RX,5
175,GPIO,Port5,12,Read
175,GPIO,Port5,12,Write
175,GPT,GTIOC0,A,
175,I2C,SCL,2.00,
175,Interrupt,IRQ,14,
175,SCI,I2C,SDA,4
175,SCI,SPI,MOSI,4
175,SCI,UART,TX,4
176,GPIO,Port5,11,Read
176,GPIO,Port5,11,Write
176,GPT,GTIOC0,B,
176,I2C,SDA,2.00,
176,Interrupt,IRQ,15,
176,SCI,I2C,SCL,4
176,SCI,SPI,MISO,4
176,SCI,UART,RX,4
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
